"LRI","1.000000","1000.000000","1000.000000","0.000000",
"AVI","1.000000","150.000000","150.000000","0.000000",
"ARP","1.000000","150.000000","150.000000","0.000000",
"VRP","1.000000","320.000000","320.000000","0.000000",
